iter	Passed	Remaining
372	2030	5442860
373	2035	5441385
374	2040	5440319
375	2045	5439120
376	2051	5439931
377	2057	5440208
378	2062	5440697
379	2068	5440254
380	2072	5438731
381	2078	5437749
382	2083	5437114
383	2088	5435989
384	2093	5435305
385	2098	5433688
386	2103	5432454
387	2107	5430575
388	2112	5429101
389	2117	5427848
390	2122	5426089
391	2128	5427777
392	2133	5427555
393	2138	5426374
394	2143	5425165
395	2148	5424144
396	2153	5422676
397	2158	5421483
398	2163	5419973
399	2168	5418870
400	2173	5418389
401	2178	5416855
402	2183	5415123
403	2188	5414304
404	2193	5414489
405	2198	5413375
406	2203	5412997
407	2209	5413029
408	2214	5412666
409	2220	5413550
410	2225	5413207
411	2230	5412011
412	2235	5410778
413	2240	5409612
414	2245	5408243
415	2250	5407858
416	2255	5406789
417	2260	5405502
418	2265	5404082
419	2270	5403117
420	2275	5401695
421	2280	5401210
422	2285	5401211
423	2290	5400527
424	2295	5399506
425	2300	5398732
426	2305	5397259
427	2310	5395977
428	2315	5395984
429	2321	5396103
430	2326	5394587
431	2331	5394806
432	2336	5393933
433	2342	5394186
434	2347	5393988
435	2352	5393637
436	2358	5393774
437	2363	5393149
438	2368	5392181
439	2373	5391170
440	2378	5391466
441	2383	5390703
442	2388	5390135
443	2394	5389886
444	2399	5389154
445	2404	5388717
446	2409	5388399
447	2414	5387565
448	2419	5386666
449	2424	5386000
450	2430	5386173
451	2435	5385764
452	2440	5384683
453	2445	5383566
454	2450	5382530
455	2455	5381457
456	2459	5380105
457	2464	5379317
458	2471	5381306
459	2475	5379774
460	2480	5378282
461	2485	5377220
462	2490	5376101
463	2495	5375860
464	2500	5375122
465	2506	5375512
466	2511	5374465
467	2516	5373969
468	2521	5372930
469	2525	5371700
470	2530	5370863
471	2535	5369619
472	2540	5368280
473	2545	5367704
474	2550	5367304
475	2555	5366565
476	2560	5365424
477	2565	5365462
478	2571	5365875
479	2576	5364974
480	2581	5364231
481	2586	5363666
482	2591	5362741
483	2596	5362075
484	2601	5360639
485	2606	5359673
486	2611	5359287
487	2616	5358169
488	2620	5357168
489	2626	5357440
490	2631	5356971
491	2636	5355722
492	2641	5354859
493	2646	5354094
494	2651	5353153
495	2656	5352326
496	2660	5351115
497	2665	5350568
498	2671	5350324
499	2676	5350873
500	2682	5351356
501	2687	5350696
502	2692	5349906
503	2697	5349211
504	2702	5348755
505	2707	5347803
506	2712	5346939
507	2717	5346411
508	2722	5345427
509	2727	5344694
510	2732	5343801
511	2737	5343147
512	2742	5342963
513	2747	5342187
514	2752	5341608
515	2757	5341070
516	2762	5340666
517	2767	5340337
518	2772	5339244
519	2777	5338342
520	2782	5337997
521	2787	5337564
522	2792	5336636
523	2798	5337170
524	2803	5336387
525	2808	5335722
526	2813	5335860
527	2819	5336654
528	2824	5337226
529	2830	5338057
530	2836	5338622
531	2842	5339370
532	2847	5339903
533	2852	5339638
534	2858	5339571
535	2863	5339458
536	2868	5339044
537	2873	5338620
538	2878	5337852
539	2883	5337628
540	2888	5336792
541	2893	5335918
542	2898	5335175
543	2903	5334755
544	2908	5334338
545	2913	5333586
546	2918	5332833
547	2924	5333062
548	2928	5332189
549	2933	5331507
550	2939	5331649
551	2944	5330899
552	2949	5330217
553	2954	5330068
554	2959	5329650
555	2964	5329103
556	2970	5329208
557	2975	5329352
558	2980	5329141
559	2985	5329020
560	2991	5328651
561	2996	5328044
562	3001	5327620
563	3006	5327226
564	3011	5327564
565	3017	5327990
566	3023	5329426
567	3029	5329978
568	3034	5330193
569	3039	5330129
570	3045	5329968
571	3050	5330354
572	3056	5330970
573	3062	5332047
574	3067	5332168
575	3073	5332188
576	3078	5332354
577	3083	5332422
578	3089	5332345
579	3094	5332383
580	3099	5331907
581	3105	5331970
582	3110	5332562
583	3116	5333003
584	3121	5333038
585	3126	5332911
586	3131	5332223
587	3136	5331534
588	3141	5331231
589	3146	5330495
590	3151	5329993
591	3156	5329520
592	3161	5329000
593	3167	5328977
594	3172	5328220
595	3177	5327438
596	3182	5327029
597	3188	5327920
598	3193	5327814
599	3198	5327788
600	3203	5327348
601	3208	5326558
602	3213	5326133
603	3218	5325237
604	3223	5324527
605	3228	5324110
606	3233	5323711
607	3238	5323194
608	3243	5322989
609	3249	5323026
610	3254	5323284
611	3259	5322872
612	3264	5322587
613	3270	5322696
614	3275	5322184
615	3280	5321913
616	3285	5321699
617	3291	5322166
618	3296	5322610
619	3302	5322905
620	3308	5323608
621	3313	5323815
622	3318	5323701
623	3324	5324454
624	3329	5323965
625	3334	5323187
626	3339	5323245
627	3345	5323490
628	3350	5322916
629	3355	5322837
630	3360	5322774
631	3366	5323147
632	3372	5324379
633	3378	5325746
634	3383	5325545
635	3389	5325557
636	3394	5325083
637	3399	5324911
638	3405	5326213
639	3411	5327679
640	3418	5329350
641	3425	5331559
642	3432	5334949
643	3439	5337774
644	3446	5339626
645	3451	5340198
646	3458	5341555
647	3464	5343354
648	3470	5344223
649	3476	5344696
650	3481	5344660
651	3486	5344355
652	3492	5344140
653	3497	5344571
654	3502	5344451
655	3508	5344776
656	3513	5344183
657	3518	5344233
658	3524	5344144
659	3529	5343728
660	3534	5344054
661	3540	5344716
662	3546	5345081
663	3551	5344694
664	3556	5344556
665	3561	5344242
666	3566	5343398
667	3571	5343714
668	3577	5344230
669	3582	5343620
670	3588	5343882
671	3594	5345560
672	3600	5345861
673	3605	5345649
674	3610	5345896
675	3615	5345382
676	3621	5346135
677	3627	5346086
678	3632	5346061
679	3637	5345736
680	3642	5345671
681	3648	5345547
682	3653	5345010
683	3658	5344883
684	3663	5344627
685	3668	5344470
686	3674	5344563
687	3679	5344692
688	3684	5344246
689	3689	5344106
690	3695	5343725
691	3700	5343330
692	3705	5342938
693	3710	5342570
694	3715	5341895
695	3719	5341023
696	3724	5340293
697	3730	5340224
698	3735	5339798
699	3740	5339238
700	3745	5338986
701	3750	5338690
702	3755	5338087
703	3760	5337637
704	3765	5337022
705	3770	5336560
706	3775	5335855
707	3780	5335358
708	3784	5334697
709	3789	5334025
710	3794	5333459
711	3799	5332538
712	3804	5332241
713	3809	5331990
714	3814	5331395
715	3819	5330827
716	3824	5330213
717	3829	5329583
718	3834	5329246
719	3839	5328710
720	3844	5328208
721	3849	5328352
722	3854	5328021
723	3860	5327864
724	3865	5327425
725	3871	5328751
726	3876	5328576
727	3882	5328621
728	3887	5328954
729	3892	5328607
730	3898	5329092
731	3903	5329109
732	3909	5329440
733	3915	5330206
734	3920	5330049
735	3925	5329808
736	3931	5330297
737	3936	5330320
738	3941	5329943
739	3947	5329888
740	3952	5330593
741	3959	5331672
742	3964	5331919
743	3969	5331470
744	3974	5331342
745	3980	5332022
746	3985	5331782
747	3990	5331256
748	3995	5330713
749	4000	5330192
750	4005	5329871
751	4011	5330426
752	4016	5330301
753	4021	5329593
754	4026	5329130
755	4031	5328952
756	4036	5328346
757	4041	5327860
758	4046	5327771
759	4052	5327748
760	4057	5327521
761	4062	5327262
762	4067	5326876
763	4072	5326683
764	4077	5326312
765	4082	5325808
766	4087	5325232
767	4092	5325002
768	4097	5324378
769	4102	5324003
770	4107	5323583
771	4112	5323248
772	4117	5322708
773	4122	5322106
774	4127	5321956
775	4133	5321968
776	4137	5321445
777	4143	5321337
778	4169	5348499
779	4179	5353971
780	4185	5355454
781	4193	5358232
782	4199	5359068
783	4215	5372389
784	4237	5393344
785	4244	5396043
786	4250	5397133
787	4256	5397087
788	4261	5396400
789	4266	5396318
790	4272	5397126
791	4278	5397292
792	4283	5397000
793	4288	5396787
794	4293	5396802
795	4300	5397712
796	4305	5397756
797	4311	5398115
798	4317	5398881
799	4322	5398895
800	4328	5399361
801	4334	5400578
802	4340	5400741
803	4345	5400913
804	4351	5400824
805	4357	5401726
806	4362	5402023
807	4368	5402031
808	4374	5402517
809	4380	5403222
810	4385	5403445
811	4397	5410648
812	4402	5410934
813	4407	5410735
814	4413	5410608
815	4418	5410382
816	4423	5410339
817	4429	5410308
818	4434	5410014
819	4439	5409610
820	4444	5408947
821	4449	5408733
822	4454	5408611
823	4459	5408155
824	4465	5408488
825	4471	5408877
826	4476	5408689
827	4481	5408150
828	4486	5408055
829	4491	5407213
830	4496	5406829
831	4501	5406398
832	4506	5405785
833	4512	5405567
834	4516	5405022
835	4521	5404314
836	4527	5404129
837	4532	5404014
838	4537	5403417
839	4542	5403150
840	4547	5403218
841	4553	5403576
842	4559	5404045
843	4564	5403917
844	4569	5403408
845	4574	5403206
846	4580	5403042
847	4585	5403344
848	4592	5404363
849	4597	5404764
850	4604	5405585
851	4610	5406677
852	4616	5406904
853	4621	5406826
854	4626	5406680
855	4632	5406706
856	4637	5406594
857	4642	5406412
858	4647	5405944
859	4652	5405751
860	4658	5405461
861	4663	5405428
862	4669	5406005
863	4674	5406122
864	4680	5405825
865	4685	5405638
866	4690	5405499
867	4695	5405299
868	4701	5404967
869	4706	5404948
870	4712	5405541
871	4717	5405623
872	4723	5405459
873	4728	5405598
874	4734	5405804
875	4739	5405824
876	4745	5406084
877	4750	5405995
878	4756	5406023
879	4761	5405988
880	4766	5405641
881	4772	5405955
882	4777	5406119
883	4783	5405857
884	4788	5405816
885	4793	5405652
886	4798	5405499
887	4803	5405020
888	4809	5405558
889	4815	5405739
890	4820	5405505
891	4825	5404926
892	4830	5404425
893	4835	5404282
894	4840	5403837
895	4845	5403296
896	4850	5403088
897	4856	5403443
898	4861	5402893
899	4866	5402455
900	4872	5402771
901	4877	5403011
902	4883	5402978
903	4888	5403130
904	4893	5402780
905	4899	5402463
906	4903	5401879
907	4908	5401334
908	4913	5400909
909	4918	5400450
910	4923	5399832
911	4928	5399612
912	4934	5399372
913	4939	5399196
914	4944	5399011
915	4949	5398828
916	4954	5398429
917	4959	5397858
918	4964	5397080
919	4969	5396447
920	4974	5395723
921	4979	5395409
922	4984	5395210
923	4989	5394616
924	4994	5394594
925	4999	5394192
926	5004	5393526
927	5009	5393315
928	5014	5392786
929	5019	5392354
930	5024	5391743
931	5029	5391112
932	5034	5390632
933	5039	5390318
934	5044	5390223
935	5049	5389928
936	5054	5389679
937	5060	5389407
938	5064	5388964
939	5070	5389439
940	5076	5389553
941	5081	5389456
942	5086	5389155
943	5091	5388532
944	5096	5388009
945	5101	5387612
946	5106	5387104
947	5111	5386645
948	5116	5386298
949	5122	5386483
950	5127	5386140
951	5132	5386039
952	5137	5385903
953	5142	5385492
954	5147	5385126
955	5152	5384579
956	5157	5384050
957	5162	5384088
958	5167	5383553
959	5172	5382992
960	5177	5382491
961	5182	5382375
962	5187	5381700
963	5192	5381030
964	5197	5380884
965	5202	5380498
966	5207	5379959
967	5212	5379714
968	5217	5379511
969	5222	5379118
970	5227	5378641
971	5232	5378276
972	5237	5377692
973	5242	5377414
974	5247	5377115
975	5252	5376663
976	5258	5376537
977	5262	5376030
978	5267	5375711
979	5272	5375290
980	5277	5374724
981	5282	5374368
982	5287	5373905
983	5292	5373232
984	5297	5372791
985	5302	5372427
986	5307	5372488
987	5313	5372391
988	5318	5372447
989	5323	5371766
990	5328	5371562
991	5333	5371338
992	5338	5370835
993	5343	5370245
994	5348	5370083
995	5353	5370011
996	5358	5369367
997	5363	5369158
998	5368	5368899
999	5374	5368729
1000	5379	5368501
1001	5384	5368343
1002	5389	5368248
1003	5394	5367790
1004	5399	5367323
1005	5404	5367030
1006	5409	5366565
1007	5414	5366421
1008	5419	5365897
1009	5424	5365501
1010	5429	5365305
1011	5434	5364845
1012	5439	5364232
1013	5445	5364682
1014	5450	5364378
1015	5455	5363899
1016	5460	5363747
1017	5465	5363287
1018	5470	5362833
1019	5475	5362799
1020	5480	5362378
1021	5485	5361668
1022	5490	5361469
1023	5495	5361299
1024	5500	5361222
1025	5506	5361358
1026	5511	5361131
1027	5516	5360827
1028	5521	5360520
1029	5526	5360254
1030	5531	5360024
1031	5537	5359773
1032	5541	5359371
1033	5546	5358893
1034	5551	5358697
1035	5557	5358398
1036	5562	5358207
1037	5567	5358068
1038	5572	5357673
1039	5577	5357197
1040	5582	5356957
1041	5587	5357070
1042	5592	5356596
1043	5597	5356236
1044	5602	5355712
1045	5607	5355581
1046	5612	5355358
1047	5618	5355087
1048	5623	5354822
1049	5628	5354507
1050	5633	5354189
1051	5638	5354192
1052	5643	5353702
1053	5648	5353561
1054	5654	5353752
1055	5659	5353806
1056	5665	5353979
1057	5670	5353869
1058	5675	5353738
1059	5680	5353470
1060	5686	5353733
1061	5691	5353872
1062	5697	5354389
1063	5703	5354557
1064	5708	5354597
1065	5713	5354417
1066	5718	5354113
1067	5723	5353803
1068	5729	5353587
1069	5734	5353478
1070	5739	5352988
1071	5744	5353077
1072	5749	5352825
1073	5755	5353468
1074	5761	5353626
1075	5766	5353351
1076	5772	5353741
1077	5777	5353587
1078	5782	5353218
1079	5787	5353291
1080	5792	5352868
1081	5797	5352423
1082	5802	5352121
1083	5807	5351592
1084	5812	5351128
1085	5817	5350978
1086	5822	5350828
1087	5827	5350692
1088	5833	5350744
1089	5838	5350471
1090	5843	5349930
1091	5848	5349812
1092	5853	5349456
1093	5858	5348937
1094	5863	5348526
1095	5868	5348207
1096	5873	5347919
1097	5878	5347499
1098	5883	5347430
1099	5888	5347222
1100	5893	5346996
1101	5898	5346810
1102	5903	5346404
1103	5908	5346111
1104	5913	5345737
1105	5918	5345271
1106	5923	5344840
1107	5928	5344475
1108	5933	5344149
1109	5938	5343895
1110	5943	5343507
1111	5948	5343113
1112	5953	5342732
1113	5958	5343044
1114	5964	5343054
1115	5969	5342846
1116	5974	5342887
1117	5979	5342737
1118	5984	5342415
1119	5989	5342065
1120	5995	5341994
1121	6000	5341780
1122	6005	5341370
1123	6010	5341098
1124	6014	5340622
1125	6019	5340316
1126	6024	5339827
1127	6029	5339243
1128	6035	5339724
1129	6040	5339574
1130	6045	5339329
1131	6050	5339209
1132	6055	5338922
1133	6060	5338415
1134	6065	5337937
1135	6070	5337585
1136	6075	5337208
1137	6080	5336823
1138	6084	5336273
1139	6089	5335680
1140	6095	5335724
1141	6100	5335746
1142	6105	5335807
1143	6110	5335654
1144	6116	5335430
1145	6121	5335084
1146	6126	5334822
1147	6131	5334662
1148	6136	5334268
1149	6141	5333888
1150	6145	5333526
1151	6150	5333076
1152	6155	5332789
1153	6161	5332791
1154	6166	5332859
1155	6171	5332522
1156	6176	5332049
1157	6181	5331717
1158	6186	5331207
1159	6191	5331294
1160	6196	5330874
1161	6201	5330542
1162	6206	5330469
1163	6211	5330233
1164	6216	5330017
1165	6222	5330178
1166	6227	5329887
1167	6232	5329840
1168	6237	5329538
1169	6242	5329346
1170	6248	5329673
1171	6253	5329343
1172	6258	5328885
1173	6262	5328489
1174	6268	5328286
1175	6273	5328231
1176	6278	5327942
1177	6283	5327706
1178	6288	5327601
1179	6293	5327554
1180	6299	5327336
1181	6304	5327030
1182	6308	5326576
1183	6313	5326123
1184	6318	5326090
1185	6323	5325641
1186	6328	5325239
1187	6333	5324878
1188	6338	5324377
1189	6343	5323972
1190	6348	5323956
1191	6353	5323767
1192	6358	5323627
1193	6363	5323379
1194	6368	5323278
1195	6373	5323053
1196	6381	5324717
1197	6386	5324632
1198	6391	5324507
1199	6396	5324152
1200	6401	5323722
1201	6406	5323421
1202	6411	5323134
1203	6416	5322943
1204	6421	5322714
1205	6426	5322475
1206	6431	5321987
1207	6436	5321546
1208	6440	5321062
1209	6446	5320895
1210	6451	5320594
1211	6455	5320114
1212	6460	5319827
1213	6465	5319328
1214	6470	5319260
1215	6476	5319275
1216	6481	5318984
1217	6486	5318879
1218	6491	5318606
1219	6496	5318257
1220	6501	5318058
1221	6506	5317781
1222	6511	5317477
1223	6516	5317149
1224	6521	5316988
1225	6526	5316774
1226	6531	5316612
1227	6536	5316391
1228	6541	5316079
1229	6546	5315980
1230	6551	5315534
1231	6556	5315358
1232	6561	5314929
1233	6566	5314641
1234	6571	5314139
1235	6575	5313752
1236	6580	5313352
1237	6585	5313089
1238	6590	5312944
1239	6596	5312779
1240	6601	5312533
1241	6606	5312356
1242	6611	5311994
1243	6616	5311791
1244	6621	5311537
1245	6626	5311298
1246	6631	5311005
1247	6636	5310695
1248	6641	5310460
1249	6646	5310274
1250	6651	5310141
1251	6656	5310116
1252	6662	5310761
1253	6667	5310561
1254	6672	5310229
1255	6677	5310022
1256	6682	5309782
1257	6687	5309536
1258	6693	5309466
1259	6697	5309061
1260	6702	5308736
1261	6708	5308666
1262	6713	5308790
1263	6718	5308928
1264	6724	5309177
1265	6730	5309529
1266	6735	5309738
1267	6741	5309587
1268	6746	5309466
1269	6751	5309486
1270	6756	5309301
1271	6762	5309590
1272	6767	5309686
1273	6772	5309472
1274	6777	5309268
1275	6783	5309127
1276	6788	5309147
1277	6793	5308941
1278	6798	5308756
1279	6803	5308517
1280	6808	5308039
1281	6813	5307887
1282	6818	5307601
1283	6823	5307310
1284	6828	5307015
1285	6833	5306631
1286	6838	5306390
1287	6843	5306168
1288	6848	5306085
1289	6853	5306114
1290	6859	5306080
1291	6864	5306027
1292	6869	5305924
1293	6874	5305778
1294	6879	5305756
1295	6885	5305757
1296	6890	5305826
1297	6895	5305798
1298	6901	5305674
1299	6906	5305579
1300	6911	5305514
1301	6916	5305552
1302	6922	5305500
1303	6927	5305256
1304	6932	5305281
1305	6937	5305464
1306	6943	5305284
1307	6948	5304993
1308	6953	5304846
1309	6958	5304602
1310	6963	5304307
1311	6968	5304303
1312	6973	5304289
1313	6978	5304277
1314	6984	5304403
1315	6989	5304546
1316	6995	5304545
1317	7001	5304846
1318	7006	5305290
1319	7012	5305607
1320	7017	5305420
1321	7022	5305239
1322	7027	5304862
1323	7032	5304649
1324	7037	5304244
1325	7042	5303953
1326	7047	5303658
1327	7052	5303239
1328	7056	5302880
1329	7061	5302686
1330	7066	5302342
1331	7071	5302096
1332	7077	5302108
1333	7082	5302140
1334	7087	5301816
1335	7092	5301489
1336	7097	5301120
1337	7101	5300679
1338	7106	5300399
1339	7111	5300174
1340	7116	5299778
1341	7121	5299551
1342	7126	5299337
1343	7131	5299132
1344	7136	5298954
1345	7141	5298759
1346	7146	5298633
1347	7152	5298665
1348	7156	5298247
1349	7161	5297846
1350	7166	5297546
1351	7171	5297257
1352	7176	5297112
1353	7181	5296783
1354	7186	5296656
1355	7191	5296265
1356	7196	5296005
1357	7201	5296123
1358	7207	5296203
1359	7212	5295787
1360	7216	5295492
1361	7221	5295254
1362	7227	5295048
1363	7232	5294967
1364	7237	5294782
1365	7242	5294381
1366	7247	5294388
1367	7252	5294519
1368	7257	5294381
1369	7262	5294196
1370	7268	5294040
1371	7273	5293778
1372	7278	5293567
1373	7283	5293397
1374	7287	5293044
1375	7293	5292931
1376	7298	5292713
1377	7303	5292486
1378	7308	5292558
1379	7314	5292760
1380	7319	5292597
1381	7323	5292112
1382	7328	5291937
1383	7333	5291629
1384	7338	5291486
1385	7344	5291420
1386	7349	5291225
1387	7354	5291103
1388	7359	5290803
1389	7364	5290600
1390	7368	5290212
1391	7374	5290086
1392	7378	5289598
1393	7383	5289288
1394	7388	5288829
1395	7392	5288439
1396	7397	5288089
1397	7403	5288155
1398	7408	5288321
1399	7413	5288080
1400	7418	5287763
1401	7423	5287433
1402	7428	5287257
1403	7433	5287070
1404	7438	5286884
1405	7443	5286469
1406	7448	5286313
1407	7453	5286075
1408	7457	5285625
1409	7462	5285390
1410	7467	5285106
1411	7472	5284908
1412	7477	5284470
1413	7482	5284143
1414	7487	5283893
1415	7492	5283523
1416	7496	5283104
1417	7501	5282758
1418	7506	5282393
1419	7511	5282416
1420	7516	5282276
1421	7521	5281980
1422	7526	5281792
1423	7531	5281437
1424	7536	5281030
1425	7541	5280726
1426	7546	5280506
1427	7550	5280098
1428	7555	5279912
1429	7560	5279722
1430	7565	5279572
1431	7570	5279261
1432	7575	5278931
1433	7580	5278634
1434	7585	5278250
1435	7590	5278055
1436	7595	5277772
1437	7600	5277523
1438	7604	5277209
1439	7609	5276871
1440	7614	5276534
1441	7619	5276396
1442	7624	5276458
1443	7629	5276220
1444	7635	5276268
1445	7640	5276155
1446	7645	5275985
1447	7650	5275806
1448	7655	5275609
1449	7660	5275479
1450	7665	5275275
1451	7670	5274892
1452	7675	5274674
1453	7680	5274321
1454	7684	5274020
1455	7689	5273793
1456	7694	5273637
1457	7699	5273455
1458	7704	5273153
1459	7709	5272917
1460	7715	5273250
1461	7721	5273594
1462	7726	5273339
1463	7731	5273024
1464	7735	5272684
1465	7740	5272313
1466	7745	5272077
1467	7750	5271728
1468	7755	5271609
1469	7760	5271381
1470	7765	5271279
1471	7770	5271052
1472	7775	5271090
1473	7781	5271472
1474	7787	5271551
1475	7792	5271395
1476	7796	5271083
1477	7802	5271206
1478	7807	5271120
1479	7812	5270796
1480	7817	5270536
1481	7822	5270375
1482	7827	5270021
1483	7831	5269601
1484	7836	5269409
1485	7841	5269137
1486	7846	5268779
1487	7851	5268694
1488	7856	5268611
1489	7861	5268628
1490	7867	5268963
1491	7873	5269296
1492	7879	5269467
1493	7885	5270212
1494	7890	5270186
1495	7895	5269962
1496	7900	5269978
1497	7906	5269908
1498	7911	5269670
1499	7916	5269609
1500	7921	5269746
1501	7926	5269601
1502	7932	5269553
1503	7937	5269379
1504	7942	5269244
1505	7947	5269511
1506	7953	5269653
1507	7958	5269703
1508	7964	5269885
1509	7969	5269849
1510	7974	5269700
1511	7979	5269776
