iter	MultiClass
400	0.601866864
401	0.6013099841
402	0.6006742955
403	0.6001608164
404	0.599276439
405	0.5990085624
406	0.5981297989
407	0.5964695247
408	0.594498284
409	0.5938727535
410	0.5929097079
411	0.5918997114
412	0.5909332249
413	0.5903325981
414	0.5895327177
415	0.5885031501
416	0.5883409546
417	0.5881287201
418	0.5872819754
419	0.5855085647
420	0.5851113563
421	0.5837963348
422	0.5824571031
423	0.5815473352
424	0.5809280987
425	0.5805674436
426	0.580337393
427	0.5798073728
428	0.5786894829
429	0.5771806274
430	0.5768431106
431	0.5762375369
432	0.5756396172
433	0.5751658149
434	0.5741553819
435	0.573420073
436	0.5725481091
437	0.5710456523
438	0.5702239093
439	0.5701440295
440	0.5695031533
441	0.5690080241
442	0.5673098512
443	0.5661087062
444	0.5643092632
445	0.5631423234
446	0.562361537
447	0.5617630888
448	0.5607726562
449	0.5595804379
450	0.5590378136
451	0.558363542
452	0.5579640665
453	0.5577430914
454	0.5567622335
455	0.5560789147
456	0.5554164074
457	0.5543143234
458	0.5533670719
459	0.5531728091
460	0.5527522136
461	0.5517105567
462	0.5515152974
463	0.5508957635
464	0.5503172678
465	0.5498271883
466	0.5495737
467	0.5480623041
468	0.5470217755
469	0.5462947801
470	0.5452853963
471	0.5449458592
472	0.5447204568
473	0.5439388773
474	0.5433874374
475	0.5429624103
476	0.5426092342
477	0.5418581553
478	0.5403640113
479	0.5397708005
480	0.5390985183
481	0.5378631061
482	0.5365393009
483	0.5359115154
484	0.5357556029
485	0.5349051837
486	0.5340775512
487	0.5338037559
488	0.5327535822
489	0.531669588
490	0.530283779
491	0.530066432
492	0.5293031238
493	0.5287190527
494	0.5279911546
495	0.5272103743
496	0.5271013906
497	0.5265514215
498	0.5259688707
499	0.5252762849
500	0.525060721
501	0.5247384979
502	0.5243975566
503	0.5236231593
504	0.5231534254
505	0.5227139031
506	0.522380137
507	0.5215985751
508	0.5212732208
509	0.520313138
510	0.5197152631
511	0.5191066042
512	0.5182220928
513	0.5173504727
514	0.5168745765
515	0.5164828084
516	0.5159191121
517	0.5148458497
518	0.5144526016
519	0.5134060838
520	0.5122273111
521	0.5115574732
522	0.5108056304
523	0.5104615711
524	0.5102585633
525	0.5099060634
526	0.5089421373
527	0.5081578539
528	0.5077663382
529	0.5071527689
530	0.5067148946
531	0.5061141412
532	0.5042043798
533	0.5030777699
534	0.5026069311
535	0.5018521408
536	0.5008079378
537	0.5000429165
538	0.4995648434
539	0.4991341515
540	0.4988225628
541	0.4984209326
542	0.4975678061
543	0.4967272672
544	0.4963481413
545	0.4955703925
546	0.4949484481
547	0.4938758907
548	0.4935992941
549	0.4932271134
550	0.4922245889
551	0.4921186398
552	0.4914844045
553	0.4904426312
554	0.4895418402
555	0.4889924312
556	0.4887965668
557	0.4879732899
558	0.4878634913
559	0.4874233655
560	0.4869181044
561	0.486324822
562	0.4858549252
563	0.4848266903
564	0.4847191003
565	0.4843165455
566	0.4832143442
567	0.4828535098
568	0.4826355336
569	0.4818623602
570	0.481698708
571	0.4811112882
572	0.4805646496
573	0.4799051451
574	0.4792279182
575	0.4786986015
576	0.4778736796
577	0.477418675
578	0.4767000926
579	0.4765683225
580	0.4762563039
581	0.4758866052
582	0.4754678404
583	0.4751469382
584	0.4745320333
585	0.4739675822
586	0.4731678054
587	0.4722532433
588	0.4716339638
589	0.4710981909
590	0.4706821676
591	0.4704866034
592	0.4692340698
593	0.4690384526
594	0.4685102643
595	0.4681221395
596	0.4671992597
597	0.4662210061
598	0.4658076828
599	0.4650688688
600	0.4643180244
601	0.4639698712
602	0.4632428342
603	0.4627846215
604	0.4621266031
605	0.4619990969
606	0.4615941231
607	0.4611678685
608	0.4591149532
609	0.4584527535
610	0.4577149489
611	0.4573822585
612	0.457193787
613	0.456966357
614	0.4562319817
615	0.455877489
616	0.455128932
617	0.4542572457
618	0.454077455
619	0.4537302043
620	0.4530479083
621	0.4523204133
622	0.4513936498
623	0.4508854285
624	0.4504870034
625	0.4499557989
626	0.4490030241
627	0.4478710021
628	0.4472186495
629	0.4466522324
630	0.4461110585
631	0.4457258153
632	0.4454955289
633	0.444547495
634	0.4440051899
635	0.4437640546
636	0.4432602669
637	0.4429766451
638	0.4426304208
639	0.4421957966
640	0.4405521682
641	0.4403222376
642	0.4395987723
643	0.4389039032
644	0.4383410141
645	0.4378998239
646	0.4370105308
647	0.4369511506
648	0.4364937052
649	0.4359417469
650	0.4357974039
651	0.4350493211
652	0.4344746936
653	0.4338806628
654	0.433062799
655	0.4328595323
656	0.4326318734
657	0.4323170195
658	0.4313305332
659	0.4306099173
660	0.4302006125
661	0.4292504119
662	0.42861744
663	0.428573927
664	0.4283279353
665	0.4280501569
666	0.427820227
667	0.4276343776
668	0.4265582316
669	0.426121513
670	0.4257369406
671	0.4248519671
672	0.4244795205
673	0.4241022568
674	0.4230900404
675	0.4227967323
676	0.4223954148
677	0.421962996
678	0.4209878482
679	0.4205679016
680	0.41994456
681	0.4193506994
682	0.4191050675
683	0.4187127139
684	0.4180395852
685	0.4177560863
686	0.4167798784
687	0.4163483567
688	0.4160581007
689	0.4156459376
690	0.4153930534
691	0.4149728513
692	0.4143549922
693	0.4141674229
694	0.4139056514
695	0.4135914755
696	0.4131072296
697	0.4125204738
698	0.4122816215
699	0.4120237873
700	0.4110914077
701	0.4107716283
702	0.4104186239
703	0.4100466253
704	0.4097613942
705	0.4092578116
706	0.4087278289
707	0.4084461904
708	0.4083627624
709	0.4080849569
710	0.4077102243
711	0.4076455212
712	0.4073737926
713	0.4070224065
714	0.4067675023
715	0.4058613608
716	0.4053052728
717	0.4047207233
718	0.4037406053
719	0.4034436941
720	0.4032381064
721	0.4019471532
722	0.401866039
723	0.4012814003
724	0.4007636763
725	0.4002603179
726	0.3998678127
727	0.3996161748
728	0.3992135098
729	0.3988500039
730	0.3983276
731	0.3980580732
732	0.3976691997
733	0.3971311028
734	0.3969729488
735	0.3966378323
736	0.3961855427
737	0.3954543533
738	0.3945092904
739	0.394029928
740	0.3935763377
741	0.3931824314
742	0.3926418033
743	0.3923116015
744	0.3919784646
745	0.3913578747
746	0.3907092282
747	0.3904446029
748	0.3902996762
749	0.389821917
750	0.3894001403
751	0.3888422383
752	0.3882524211
753	0.387961654
754	0.3876284142
755	0.3873667956
756	0.3872163781
757	0.3870702394
758	0.3867496253
759	0.3856021831
760	0.385147293
761	0.384791076
762	0.3847077707
763	0.3845174118
764	0.3841572473
765	0.3839793201
766	0.3838955796
767	0.3833939441
768	0.3833254332
769	0.3832472365
770	0.382836052
771	0.3822963003
772	0.3822130699
773	0.3819308421
774	0.3815745415
775	0.3811095205
776	0.3807821275
777	0.3803169974
778	0.3798676328
779	0.3796178161
780	0.3791354017
781	0.3785186749
782	0.3783459256
783	0.3779307009
784	0.3776851068
785	0.3772965254
786	0.3770349031
787	0.3765569941
788	0.3762931523
789	0.3760846636
790	0.3754612059
791	0.375383669
792	0.375298326
793	0.3748023909
794	0.3744877718
795	0.3740180216
796	0.3738523209
797	0.37379381
798	0.3737388442
799	0.3731596331
800	0.3726741276
801	0.3722208757
802	0.3714929552
803	0.3711891156
804	0.3708941315
805	0.3700570186
806	0.3697379492
807	0.3695405178
808	0.3693782229
809	0.3691779194
810	0.3687389845
811	0.3682003156
812	0.367684131
813	0.3676501223
814	0.3673825008
815	0.3670977521
816	0.3662913505
817	0.3655177882
818	0.3652118588
819	0.3650744015
820	0.3648051142
821	0.3642667721
822	0.3638963293
823	0.3634868823
824	0.3629433638
825	0.3627039962
826	0.362376574
827	0.362161798
828	0.3615482153
829	0.361440709
830	0.3607451146
831	0.3604542942
832	0.3601050569
833	0.3595181758
834	0.3591543813
835	0.3588990029
836	0.3584759687
837	0.3582662436
838	0.3581013973
839	0.3577429672
840	0.3575552398
841	0.3571475165
842	0.3567781132
843	0.3565002831
844	0.3563745183
845	0.3562139192
846	0.355794803
847	0.3555451595
848	0.3552489404
849	0.3549502997
850	0.3548364788
851	0.3545133864
852	0.354314598
853	0.3541924094
854	0.3535670679
855	0.3533363127
856	0.3531559695
857	0.3530601995
858	0.3528802452
859	0.3525915274
860	0.3521718429
861	0.3518103647
862	0.3514422892
863	0.3509554924
864	0.3507960305
865	0.3506446123
866	0.3504704475
867	0.3502676498
868	0.3500785275
869	0.3498978461
870	0.3490220472
871	0.348757163
872	0.3484290513
873	0.3475881368
874	0.3473665861
875	0.347224741
876	0.3467913686
877	0.3467394634
878	0.3464693781
879	0.3455281207
880	0.345274361
881	0.3450437556
882	0.3444704202
883	0.3439491991
884	0.3435515195
885	0.3432560529
886	0.3425139833
887	0.3419846785
888	0.3418642469
889	0.3414743901
890	0.3410908506
891	0.340935486
892	0.3405148813
893	0.3400905379
894	0.3399327276
895	0.3398842327
896	0.3398444604
897	0.3390324412
898	0.3389280168
899	0.3385717035
900	0.3383044482
901	0.3380516718
902	0.3377250492
903	0.3375081462
904	0.3373622674
905	0.3370000189
906	0.3369007177
907	0.336772055
908	0.3366381596
909	0.3363654162
910	0.3361786676
911	0.3358984414
912	0.3357459491
913	0.3354980104
914	0.3351440517
915	0.3345578625
916	0.3342972739
917	0.3339591765
918	0.3339220137
919	0.3336643683
920	0.3334482023
921	0.3329195316
922	0.3321948984
923	0.33204056
924	0.3314708661
925	0.3312395064
926	0.3310204748
927	0.3307815609
928	0.3304551846
929	0.3302094975
930	0.3300701224
931	0.3300041854
932	0.3298260218
933	0.3293393097
934	0.3286955255
935	0.328279053
936	0.3281340655
937	0.3279586105
938	0.3277222155
939	0.327325662
940	0.3268811976
941	0.3266144563
942	0.3261385762
943	0.325933261
944	0.3255744052
945	0.3253245977
946	0.3247631057
947	0.3244415155
948	0.3242544012
949	0.3239335883
950	0.323657935
951	0.3231028347
952	0.3227803336
953	0.3225230999
954	0.3222143947
955	0.3220003337
956	0.321704245
957	0.3211801261
958	0.3209423557
959	0.3206062451
960	0.3203223218
961	0.319709014
962	0.3196348008
963	0.3194630886
964	0.3192765398
965	0.3191289542
966	0.3188505452
967	0.3183529784
968	0.3180284171
969	0.3175105855
970	0.3173443139
971	0.317174271
972	0.3170109726
973	0.3167172881
974	0.3163394885
975	0.3159351954
976	0.3155986531
977	0.3152851295
978	0.3145380062
979	0.3144368369
980	0.314231208
981	0.313789602
982	0.3135512995
983	0.3135261731
984	0.3130504312
985	0.3130430085
986	0.3124582091
987	0.3123684878
988	0.3115812418
989	0.311561539
990	0.3113437028
991	0.3111340842
992	0.3108165385
993	0.310703383
994	0.3104551675
995	0.3104188147
996	0.3102816162
997	0.31009259
998	0.3096452093
999	0.3094352956
1000	0.3092252446
1001	0.3089831191
1002	0.3083541303
1003	0.3082279376
1004	0.3079778366
1005	0.3077673385
1006	0.3076658357
1007	0.3075367358
1008	0.307403463
1009	0.3067921411
1010	0.3064914392
1011	0.3062870014
1012	0.3061129863
1013	0.3058896233
1014	0.3058565498
1015	0.3057340823
1016	0.3055143247
1017	0.305498674
1018	0.3049767535
1019	0.3047091381
1020	0.3044532078
1021	0.3043354017
1022	0.3041537373
1023	0.303977926
1024	0.3035838526
1025	0.3033964166
1026	0.3032418723
1027	0.3028895542
1028	0.3027295898
1029	0.3025192385
1030	0.3022568974
1031	0.3020831749
1032	0.3019755281
1033	0.3017291481
1034	0.301584618
1035	0.3013120096
1036	0.3010981401
1037	0.3009723219
1038	0.3007275959
1039	0.3006889178
1040	0.3006201748
1041	0.3003782446
1042	0.3002467055
1043	0.2999634503
1044	0.2997274726
1045	0.2994434179
1046	0.2992391396
1047	0.2990233805
1048	0.298646211
1049	0.298432751
1050	0.2982442745
1051	0.297721907
1052	0.2976154456
1053	0.2973251677
1054	0.297121347
1055	0.2969644029
1056	0.2968653221
1057	0.2961874941
1058	0.2959406844
1059	0.2958491848
1060	0.2956739491
1061	0.2954533919
1062	0.2951538253
1063	0.294789202
1064	0.294479992
1065	0.2943268951
1066	0.2940899181
1067	0.2939780874
1068	0.2937698609
1069	0.2935089228
1070	0.2934540714
1071	0.2931033996
1072	0.2930214399
1073	0.2927535216
1074	0.2923870353
1075	0.2923012069
1076	0.2919557978
1077	0.2915919858
1078	0.2915202037
1079	0.2913020599
1080	0.2912716098
1081	0.2911345035
1082	0.2911150766
1083	0.2910967994
1084	0.2908991811
1085	0.2907630859
1086	0.2906088542
1087	0.2904747558
1088	0.2899872703
1089	0.2896360801
1090	0.2893345763
1091	0.2890561642
1092	0.2888351131
1093	0.2886446717
1094	0.2885229497
1095	0.2879280734
1096	0.2877048145
1097	0.2874885074
1098	0.2871578258
1099	0.286941599
1100	0.2866408446
1101	0.2863284164
1102	0.2862181906
1103	0.2860942047
1104	0.2859805654
1105	0.2859390657
1106	0.2857203004
1107	0.2855013689
1108	0.2852691444
1109	0.2849201237
1110	0.2848756036
1111	0.28470945
1112	0.2844519925
1113	0.2840108076
1114	0.2833286593
1115	0.2831696148
1116	0.2830009733
1117	0.2826920727
1118	0.2824631535
1119	0.2823105877
1120	0.2819955042
1121	0.2817280287
1122	0.2816903727
1123	0.2813500044
1124	0.2812449634
1125	0.2810002533
1126	0.2807879561
1127	0.280766217
1128	0.2805776159
1129	0.2803729479
1130	0.2802276058
1131	0.2800988717
1132	0.2796471757
1133	0.2794544596
1134	0.2793857335
1135	0.2791132043
1136	0.2787512774
1137	0.278445714
1138	0.2783088588
1139	0.2781587977
1140	0.2779968566
1141	0.2777954566
1142	0.2774091099
1143	0.277308596
1144	0.2770812573
1145	0.2768852019
1146	0.2767029505
1147	0.2765443218
1148	0.2763625487
1149	0.2760212323
1150	0.2757950942
1151	0.2755183565
1152	0.2751843969
1153	0.2748584355
1154	0.2744914849
1155	0.274310448
1156	0.274273911
1157	0.2739749864
1158	0.2738868655
1159	0.2737682424
1160	0.2737007803
1161	0.2733669337
1162	0.2731912761
1163	0.272760545
1164	0.272471533
1165	0.2722178262
1166	0.2721578054
1167	0.2719683097
1168	0.2719277459
1169	0.2717146695
1170	0.2713526946
1171	0.2712977496
1172	0.2712343888
1173	0.2709678128
1174	0.2709224017
1175	0.2706288669
1176	0.2705337121
1177	0.2704367221
1178	0.2704057624
1179	0.2702307991
1180	0.2700988687
1181	0.2699179411
1182	0.2698455991
1183	0.2696721802
1184	0.2692881551
1185	0.2691281492
1186	0.2690083078
1187	0.2687030761
1188	0.2684762171
1189	0.2681419167
1190	0.2679300354
1191	0.2677823424
1192	0.2675355145
1193	0.2674419489
1194	0.2670728533
1195	0.2668987398
1196	0.2667254087
1197	0.2663940566
1198	0.2660631075
1199	0.2659441529
1200	0.2657031353
1201	0.2655322625
1202	0.2654498108
1203	0.2652745281
1204	0.265162138
1205	0.2650145606
1206	0.2648425734
1207	0.2647677457
1208	0.2646000007
1209	0.264245096
1210	0.2639484281
1211	0.2639103627
1212	0.2638006498
1213	0.2637535268
1214	0.2637005629
1215	0.2633158495
1216	0.2629650611
1217	0.2628846561
1218	0.2626668514
1219	0.2625147882
1220	0.2621952726
1221	0.2618339578
1222	0.2616001298
1223	0.2614688959
1224	0.2613156264
1225	0.261026643
1226	0.260803102
1227	0.2605283126
1228	0.260499499
1229	0.2602397149
1230	0.2599476116
1231	0.2598283334
1232	0.2597291827
1233	0.2595477977
1234	0.2595014099
1235	0.2593720692
1236	0.2593146061
1237	0.2591384344
1238	0.2587386
1239	0.2586830984
1240	0.2585230337
1241	0.2581799538
1242	0.2580304761
1243	0.2578155794
1244	0.2577090914
1245	0.2574804196
1246	0.2572976055
1247	0.2570877205
1248	0.2570483979
1249	0.2569304273
1250	0.2567306174
1251	0.2565466049
1252	0.2563540088
1253	0.256310304
1254	0.2561829442
1255	0.2559054693
1256	0.2557355031
1257	0.2555889806
1258	0.2553439687
1259	0.2552525101
1260	0.2551722054
1261	0.2551552654
1262	0.254939232
1263	0.2547654231
1264	0.2547183437
1265	0.2546604317
1266	0.2545571406
1267	0.2543507512
1268	0.2540618682
1269	0.2538473005
1270	0.2537501247
1271	0.2536472248
1272	0.2533901878
1273	0.2533009552
1274	0.2531058426
1275	0.2529356137
1276	0.2527659504
1277	0.2526464945
1278	0.2525063801
1279	0.2521558361
1280	0.2521139493
1281	0.2516596685
1282	0.2514613039
1283	0.2511025013
1284	0.2510343345
1285	0.2509674073
1286	0.2507740743
1287	0.2505989222
1288	0.2503675323
1289	0.2501949214
1290	0.2501643622
1291	0.2501313655
1292	0.2500059886
1293	0.2497343128
1294	0.2496556872
1295	0.2493020816
1296	0.2489828634
1297	0.2489011895
1298	0.2488149733
1299	0.2487871242
1300	0.2487461433
1301	0.2485321145
1302	0.2483855942
1303	0.2483495751
1304	0.2482131049
1305	0.2481499057
1306	0.2481017139
1307	0.2480089851
1308	0.2479598321
1309	0.2478239711
1310	0.2477917843
1311	0.2477105921
1312	0.2476138952
1313	0.2474653978
1314	0.2474128799
1315	0.2473079895
1316	0.2472177819
1317	0.2472115171
1318	0.2470774905
1319	0.246622981
1320	0.2464555894
1321	0.246141095
1322	0.2459921115
1323	0.2459450817
1324	0.2458459395
1325	0.2457071128
1326	0.245565382
1327	0.245405501
1328	0.2453709606
1329	0.2452786231
1330	0.2451735709
1331	0.2450161187
1332	0.2448036054
1333	0.2445691917
1334	0.2445241167
1335	0.2443965698
1336	0.2443787475
1337	0.2443294636
1338	0.2441726609
1339	0.2440407821
1340	0.2439617478
1341	0.2438771409
1342	0.243730783
1343	0.243557459
1344	0.243470323
1345	0.2432803847
1346	0.2431612767
1347	0.2428071619
1348	0.2426886921
1349	0.2426694011
1350	0.2424601618
1351	0.2423883121
1352	0.242117612
1353	0.2420629646
1354	0.2419268428
1355	0.2418301313
1356	0.2415533973
1357	0.2413582248
1358	0.2412802463
1359	0.24125509
1360	0.2412352211
1361	0.2411681526
1362	0.2411105326
1363	0.2410319322
1364	0.2410192117
1365	0.2409960672
1366	0.2409845292
1367	0.2407327737
1368	0.2406572682
1369	0.2405743121
1370	0.2405386995
1371	0.2403382842
1372	0.24022811
1373	0.2400915641
1374	0.2400408943
1375	0.2398102812
1376	0.2395563072
1377	0.2395427681
1378	0.2393829956
1379	0.2392495795
1380	0.239137686
1381	0.2391168266
1382	0.2389308174
1383	0.2387265335
1384	0.2387099763
1385	0.2385495196
1386	0.2384698186
1387	0.2381487077
1388	0.2380795809
1389	0.2377179055
1390	0.2376533419
1391	0.2374022512
1392	0.2373916162
1393	0.2373212502
1394	0.2372808229
1395	0.2372499544
1396	0.2371602483
1397	0.2370537347
1398	0.2368733305
1399	0.2366675579
1400	0.236575236
1401	0.2365287094
1402	0.236370467
1403	0.2361885132
1404	0.2357899351
1405	0.2357404841
1406	0.2355030385
1407	0.235412771
1408	0.2353708056
1409	0.2352873067
1410	0.2352147888
1411	0.2349800115
1412	0.2349006261
1413	0.2347799113
1414	0.2346476617
1415	0.2345443202
1416	0.2344962271
1417	0.2343001448
1418	0.2341748478
1419	0.2339561039
1420	0.2338778677
1421	0.2338015458
1422	0.2336207243
1423	0.2336130007
1424	0.2335377962
1425	0.2334105178
1426	0.2333349398
1427	0.2333032025
1428	0.233210906
1429	0.2330436012
1430	0.2327485711
1431	0.2326298471
1432	0.2324456399
1433	0.2324238432
1434	0.2323001504
1435	0.2322664829
1436	0.2322095831
1437	0.2320474437
1438	0.2319387146
1439	0.2318716766
1440	0.2317742708
1441	0.2317120402
1442	0.2314362618
1443	0.2313715781
1444	0.2311158598
1445	0.2309733591
1446	0.2307515426
1447	0.230611006
1448	0.230479304
1449	0.2301090325
1450	0.2299663907
1451	0.2298466144
1452	0.22974599
1453	0.2297096362
1454	0.229529959
1455	0.2292975676
1456	0.2291135299
1457	0.2290709133
1458	0.2289180463
1459	0.2287545055
1460	0.2285655007
1461	0.2284503641
1462	0.2283874407
1463	0.2283808876
1464	0.2283624248
1465	0.2283596825
1466	0.2282454405
1467	0.2281431856
1468	0.2280102741
1469	0.2278377234
1470	0.2276480243
1471	0.227555031
1472	0.2273627846
1473	0.2271864766
1474	0.2271528641
1475	0.227123397
1476	0.2270711372
1477	0.2269706829
1478	0.2267514738
1479	0.2267105773
1480	0.2266094968
1481	0.2264552785
1482	0.2264352658
1483	0.2264276887
1484	0.2264048515
1485	0.2263807927
1486	0.2263612084
1487	0.2262188219
1488	0.2260490971
1489	0.2258270987
1490	0.2257460932
1491	0.2256693162
1492	0.2256666796
1493	0.2255264536
1494	0.2254554694
1495	0.2253665766
1496	0.2252619957
1497	0.2251450552
1498	0.2251210543
1499	0.2250780972
1500	0.2248630427
1501	0.224764699
1502	0.224709946
1503	0.2246353745
1504	0.224424687
1505	0.2243146351
1506	0.2242063764
1507	0.2241548709
1508	0.2240056617
1509	0.2239937096
1510	0.2239135896
1511	0.2239065506
1512	0.2238241332
1513	0.2236275666
1514	0.2235893504
1515	0.2235259257
1516	0.223380132
1517	0.22325953
1518	0.2232519441
1519	0.2231875413
1520	0.2230727854
1521	0.2229423116
1522	0.2227708621
1523	0.2227155374
1524	0.2226244498
1525	0.2225017712
