iter	MultiClass
1526	0.2224865001
1527	0.2224459795
1528	0.2223670565
1529	0.2221087353
1530	0.2219927692
1531	0.2218937216
1532	0.2218415582
1533	0.2217625626
1534	0.2216486218
1535	0.2215918981
1536	0.2215743757
1537	0.2214219415
1538	0.2212738701
1539	0.2211498806
1540	0.2208365246
1541	0.2207899388
1542	0.2207547787
1543	0.2206056051
1544	0.2204870847
1545	0.2203812084
1546	0.2202677066
1547	0.2202164821
1548	0.2201266914
1549	0.2199556586
1550	0.21993358
1551	0.2198560193
1552	0.2197386715
1553	0.2197325187
1554	0.2196419337
1555	0.2195950051
1556	0.2195304363
1557	0.2193681572
1558	0.2192174827
1559	0.2191307741
1560	0.2188817364
1561	0.2188015022
1562	0.2186192681
1563	0.2185563089
1564	0.2184251864
1565	0.2183434296
1566	0.2181902093
1567	0.2180798578
1568	0.2179594037
1569	0.2178658423
1570	0.217844766
1571	0.2178390698
1572	0.2178135179
1573	0.2177444555
1574	0.2175967505
1575	0.2175152331
1576	0.2175043438
1577	0.2174534566
1578	0.2172567641
1579	0.2170728998
1580	0.216838912
1581	0.2167611081
1582	0.2167519812
1583	0.2167198409
1584	0.2166343143
1585	0.2165977567
1586	0.2164826111
1587	0.2163595179
1588	0.2163200313
1589	0.2161897645
1590	0.2160570903
1591	0.2159953007
1592	0.2159304948
1593	0.2158827878
1594	0.2157837369
1595	0.2157536019
1596	0.2157425133
1597	0.2156303846
1598	0.2155723499
1599	0.2155187802
1600	0.2154523004
1601	0.2153252595
1602	0.2150277593
1603	0.2149475717
1604	0.214928447
1605	0.2149040213
1606	0.2148822416
1607	0.2147488399
1608	0.2147000774
1609	0.2146786174
1610	0.2146041169
1611	0.21457121
1612	0.2145146851
1613	0.2144836194
1614	0.2144697991
1615	0.2143441383
1616	0.214310908
1617	0.2141303519
1618	0.2140329401
1619	0.2137789861
1620	0.2136780538
1621	0.2136327687
1622	0.2134932355
1623	0.2134756707
1624	0.213416623
1625	0.2132447681
1626	0.2129893204
1627	0.2128585052
1628	0.2128090943
1629	0.2128006668
1630	0.2127310409
1631	0.2126758105
1632	0.2126414753
1633	0.2125430889
1634	0.2124154657
1635	0.2123160905
1636	0.2121687165
1637	0.2121527434
1638	0.2119764874
1639	0.2119202783
1640	0.2118915246
1641	0.2118721282
1642	0.2118525543
1643	0.2118194649
1644	0.2115491343
1645	0.2114328578
1646	0.2113709513
1647	0.2113314027
1648	0.211219371
1649	0.2111839347
1650	0.2110249845
1651	0.2109399986
1652	0.2108905714
1653	0.2107267737
1654	0.2105762893
1655	0.2105214737
1656	0.2104554552
1657	0.2104208926
1658	0.2103924633
1659	0.210293537
1660	0.2101362849
1661	0.2101101001
1662	0.2100743371
1663	0.2099441411
1664	0.2098688481
1665	0.2097627557
1666	0.2096432186
1667	0.2093489204
1668	0.209339315
1669	0.2093171133
1670	0.2092112735
1671	0.2091608906
1672	0.2091049469
1673	0.2089250538
1674	0.2088337233
1675	0.2087675024
1676	0.2087005198
1677	0.2086401251
1678	0.2085590911
1679	0.2083893089
1680	0.2083780721
1681	0.2082317494
1682	0.2081832575
1683	0.2081333725
1684	0.2080174043
1685	0.2079426623
1686	0.2077937424
1687	0.2077774044
1688	0.2077511515
1689	0.2077494584
1690	0.2077106414
1691	0.207573095
1692	0.2075440487
1693	0.2073343202
1694	0.2073311057
1695	0.207242156
1696	0.2072096579
1697	0.2071307558
1698	0.2070829678
1699	0.2069747303
1700	0.2069084036
1701	0.2068717606
1702	0.2067972577
1703	0.206768083
1704	0.2066756759
1705	0.2065407668
1706	0.206506213
1707	0.2064386946
1708	0.2063759088
1709	0.206223862
1710	0.2061937807
1711	0.2061203097
1712	0.2060808399
1713	0.2060511751
1714	0.2060195336
1715	0.2059300331
1716	0.2057040467
1717	0.2056305001
1718	0.2056021539
1719	0.2055677926
1720	0.205541788
1721	0.2055318651
1722	0.2055016451
1723	0.205350986
1724	0.2052653333
1725	0.2051913063
1726	0.2051165533
1727	0.2048669807
1728	0.2047703241
1729	0.2046877739
1730	0.2045518315
1731	0.2045085695
1732	0.2044162553
1733	0.2043262424
1734	0.2042901708
1735	0.2041961845
1736	0.2040954777
1737	0.2040183161
1738	0.2038697262
1739	0.2038403143
1740	0.2037431411
1741	0.2036122968
1742	0.2035988049
1743	0.2035776126
1744	0.2033961429
1745	0.2032983455
1746	0.2031775646
1747	0.2031334921
1748	0.2029112058
1749	0.2028999807
1750	0.202757693
1751	0.2026834282
1752	0.2026218523
1753	0.202442822
1754	0.2023776006
1755	0.2023513468
1756	0.2022903155
1757	0.2022407854
1758	0.2020849284
1759	0.2020366347
1760	0.2019340697
1761	0.2019027497
1762	0.2018823487
1763	0.2017768552
1764	0.2016929422
1765	0.2016312668
1766	0.2012827197
1767	0.2011610264
1768	0.2011480505
1769	0.201060877
1770	0.2010418896
1771	0.2009956644
1772	0.2009356561
1773	0.2008773714
1774	0.2008490694
1775	0.20083398
1776	0.2008313176
1777	0.2007680867
1778	0.2007149924
1779	0.2006558625
1780	0.2005916883
1781	0.2005127079
1782	0.2004674289
1783	0.2003641697
1784	0.200244792
1785	0.2002359134
1786	0.2000238139
1787	0.2000098349
1788	0.1998526809
1789	0.1997967214
1790	0.1997032928
1791	0.1995477346
1792	0.1995428835
1793	0.1995375467
1794	0.1994398927
1795	0.1993293216
1796	0.1991928092
1797	0.1991417411
1798	0.1990124183
1799	0.1989831487
1800	0.1989360768
1801	0.1988219566
1802	0.1987393079
1803	0.1986418413
1804	0.1985801545
1805	0.1985320027
1806	0.19844239
1807	0.1983796394
1808	0.1983314869
1809	0.1982954229
1810	0.1982931885
1811	0.1982513637
1812	0.1982390803
1813	0.1981404114
1814	0.1980892213
1815	0.1980823006
1816	0.1980809811
1817	0.1980679828
1818	0.1980038836
1819	0.1979721959
1820	0.1977941168
1821	0.1977387081
1822	0.1976677299
1823	0.1975636746
1824	0.1975171486
1825	0.1974838194
1826	0.1974774704
1827	0.1974676119
1828	0.197418083
1829	0.1973972613
1830	0.1972913722
1831	0.1972876945
1832	0.1972462081
1833	0.1972356126
1834	0.1970698267
1835	0.1970251473
1836	0.1969817508
1837	0.19688619
1838	0.1968325511
1839	0.1968033594
1840	0.1964962497
1841	0.1963426619
1842	0.1963250103
1843	0.1962586485
1844	0.1962102041
1845	0.1961099114
1846	0.1960958992
1847	0.1960576408
1848	0.1960115582
1849	0.1959740096
1850	0.1959074353
1851	0.1958318097
1852	0.1957350825
1853	0.195622583
1854	0.195547158
1855	0.1954708556
1856	0.1952886522
1857	0.1952194673
1858	0.1951862578
1859	0.1951082111
1860	0.1949894568
1861	0.194939224
1862	0.1948802389
1863	0.1947924749
1864	0.1946869985
1865	0.1946221682
1866	0.1945169402
1867	0.1944446629
1868	0.1941748458
1869	0.1941359742
1870	0.1940756095
1871	0.1939742293
1872	0.1938036802
1873	0.1937784858
1874	0.193730263
1875	0.1936616544
1876	0.1936559236
1877	0.1935966156
1878	0.1935202829
1879	0.193503191
1880	0.1934112674
1881	0.1933413703
1882	0.1933332798
1883	0.1932935559
1884	0.1932800901
1885	0.1932393352
1886	0.1931279589
1887	0.1930304169
1888	0.192977733
1889	0.1929037901
1890	0.1928909742
1891	0.1928755721
1892	0.192733783
1893	0.1925874413
1894	0.1925393402
1895	0.1925339432
1896	0.1924937198
1897	0.1924488419
1898	0.192346448
1899	0.1922287198
1900	0.192177139
1901	0.1919790565
1902	0.1919306472
1903	0.1918012302
1904	0.191746549
1905	0.1915996399
1906	0.1915523407
1907	0.191536957
1908	0.1915259581
1909	0.1915122018
1910	0.1914921776
1911	0.1914510963
1912	0.1914156461
1913	0.1913849297
1914	0.1913067745
1915	0.1912311227
1916	0.1912000703
1917	0.1911820175
1918	0.1910791413
1919	0.1910094176
1920	0.1909531775
1921	0.1908911909
1922	0.1908556479
1923	0.1907298235
1924	0.1906871583
1925	0.1906339897
1926	0.1906069162
1927	0.1904166325
1928	0.1903914212
1929	0.1903536366
1930	0.1903075378
1931	0.1902720069
1932	0.1902204526
1933	0.1901755359
1934	0.1900475059
1935	0.1899261343
1936	0.1898832964
1937	0.1898474763
1938	0.1897685244
1939	0.1897183316
1940	0.1896346294
1941	0.1895685752
1942	0.1895643284
1943	0.1895385312
1944	0.1895019465
1945	0.1893434335
1946	0.1891359009
1947	0.1891128482
1948	0.188979314
1949	0.1888786781
1950	0.1888483655
1951	0.1888190914
1952	0.1887980888
1953	0.1887754914
1954	0.1887594936
1955	0.1885845456
1956	0.1884844745
1957	0.1883927554
1958	0.1882594845
1959	0.1881872202
1960	0.1881736505
1961	0.1880685148
1962	0.1880190649
1963	0.1880058748
1964	0.18795824
1965	0.187906498
1966	0.1878471356
1967	0.1878083806
1968	0.1877167464
1969	0.1876814129
1970	0.1876004067
1971	0.1874752577
1972	0.1873974406
1973	0.1873568009
1974	0.1873225679
1975	0.1873112292
1976	0.1871914773
1977	0.1871089616
1978	0.1870684985
1979	0.1870163247
1980	0.1869689351
1981	0.1869357391
1982	0.1868847826
1983	0.1868754698
1984	0.1868648483
1985	0.1867980212
1986	0.1864990421
1987	0.186461004
1988	0.1864072149
1989	0.1863449237
1990	0.1863251984
1991	0.1861885489
1992	0.1861243228
1993	0.1860740857
1994	0.1860092334
1995	0.1859409049
1996	0.1859081107
1997	0.1858997899
1998	0.1858841595
1999	0.1858442059
2000	0.1858133022
2001	0.1857822154
2002	0.1857225306
2003	0.1855933792
2004	0.1855449593
2005	0.1855217201
2006	0.1854623246
2007	0.1853173252
2008	0.185177482
2009	0.1850776654
2010	0.1850284458
2011	0.1849677733
2012	0.1848409305
2013	0.1848115528
2014	0.1847480222
2015	0.1846532044
2016	0.184643753
2017	0.1846197405
2018	0.1846013471
2019	0.184588154
2020	0.1845041551
2021	0.1844312245
2022	0.18440738
2023	0.1841365658
2024	0.1840945446
2025	0.184051429
2026	0.1839423269
2027	0.1838344877
2028	0.1838021847
2029	0.1837954575
2030	0.1837176716
2031	0.1836748701
2032	0.1836396001
2033	0.1836332754
2034	0.1836008037
2035	0.1834859806
2036	0.1834531718
2037	0.1834320682
2038	0.1833790804
2039	0.1832390568
2040	0.183124846
2041	0.1830204718
2042	0.1829671668
2043	0.1829193857
2044	0.1828715345
2045	0.1828308937
2046	0.1827712281
2047	0.1826816238
2048	0.1826446782
2049	0.1825216614
2050	0.1824749251
2051	0.1823750179
2052	0.1823376658
2053	0.1823076569
2054	0.1822623466
2055	0.1822546733
2056	0.1822295689
2057	0.1821758415
2058	0.1820768135
2059	0.182040318
2060	0.1819817882
2061	0.1819594638
2062	0.1819279644
2063	0.181869217
2064	0.1818641048
2065	0.1817548994
2066	0.1817306247
2067	0.1816876267
2068	0.18167421
2069	0.1815832928
2070	0.1815547404
2071	0.1814769824
2072	0.1813892115
2073	0.1813515852
2074	0.1813026142
2075	0.181289523
2076	0.1812382945
2077	0.1812045417
2078	0.1811760555
2079	0.1810661576
2080	0.1809468455
2081	0.1808466635
2082	0.1808377699
2083	0.1807383975
2084	0.1807122512
2085	0.1806683331
2086	0.1805956309
2087	0.1805636972
2088	0.1805006311
2089	0.180472091
2090	0.18046258
2091	0.18041925
2092	0.1803871882
2093	0.1803504952
2094	0.1803295964
2095	0.1802922803
2096	0.1802262921
2097	0.1801303745
2098	0.1800739289
2099	0.179941881
2100	0.1799082496
2101	0.1798195115
2102	0.1798073725
2103	0.1797254354
2104	0.1797104005
2105	0.1796865862
2106	0.1796602518
2107	0.1795497143
2108	0.1794685456
2109	0.1794580902
